text,label
Sec 4: 12 industry collaborations. Doc ID: AR/2023/12,6
"15 value-added courses offered. IQAC verified on 08-10-2023
(UGC compliant)",6
"5 value-added courses offered.
➢ Doc ID: BOS/2024/38",6
"Community: 6152 people served. NAAC Guideline 3.2.5
(AICTE compliant)",6
"Green campus: 45KW solar, 44% recycling. Ref: Annual Report 2023-24
• Annexure: 6.2",6
"SDG initiatives: 6/17 goals addressed. Doc ID: IQAC/2022/37
• Annexure: 3.4",6
"24 value-added courses offered. Doc ID: IQAC/2022/50
• Annexure: 8.4",6
"Community: 5700 people served. Doc ID: AR/2023/13
(AICTE compliant)",6
Sec 3: 11 industry collaborations. IQAC verified on 15-12-2022,6
"SDG initiatives: 10/17 goals addressed.
➢ Doc ID: IQAC/2023/47",6
"Green campus: 73KW solar, 65% recycling. Doc ID: IQAC/2023/33
(AICTE compliant)",6
"10 value-added courses offered.
➢ Doc ID: IQAC/2022/55",6
"Community: 8732 people served. Ref: Annual Report 2024-25
• Annexure: 4.5",6
"14 industry collaborations. Doc ID: AR/2023/77
• Annexure: 3.1",6
"19 value-added courses offered. Doc ID: BOS/2023/83
• Annexure: 3.1",6
"Community: 4721 people served. Ref: Annual Report 2023-24
• Annexure: 4.2",6
"11 industry collaborations.
➢ NAAC Guideline 1.4.2",6
Sec 2: Community: 5236 people served. IQAC verified on 16-02-2025,6
"5 patents filed in 2022. Doc ID: AR/2022/72
• Annexure: 3.3",0
"Stakeholder satisfaction: 84%. Doc ID: AR/2022/50
(AICTE compliant)",2
"IQAC: 8 meetings, 21 actions. IQAC verified on 18-07-2024
(AICTE compliant)",2
"82% placements (₹24LPA max).
➢ NAAC Guideline 2.3.1",1
"Sec 2: 6 audits, 4 certifications. NAAC Guideline 3.2.5",2
"22 funded research projects.
➢ IQAC verified on 12-08-2023",0
"Budget: ₹33 crore, 88% utilization. Ref: Annual Report 2022-23
• Annexure: 6.2",2
Sec 3: 8 int'l conferences organized. IQAC verified on 17-11-2022,0
"141 Scopus papers (h-index 9). Doc ID: IQAC/2022/30
• Annexure: 7.2",0
"E-governance: 10 systems implemented.
➢ IQAC verified on 30-06-2024",2
"15 patents filed in 2023. NAAC Guideline 2.3.1
• Annexure: 6.1",0
"Budget: ₹20 crore, 90% utilization.
➢ Ref: Annual Report 2023-24",2
"Community: 4140 people served. NAAC Guideline 3.2.5
• Annexure: 7.5",4
"13 value-added courses offered. IQAC verified on 26-10-2024
(AICTE compliant)",3
"6 value-added courses offered.
➢ Ref: Annual Report 2022-23",3
"Grievance redressal: 27 cases resolved. Doc ID: AR/2022/44
(UGC compliant)",1
"8 patents filed in 2023. Ref: Annual Report 2024-25
• Annexure: 7.2",0
Sec 1: 25 funded research projects. Ref: Annual Report 2024-25,0
"10 funded research projects.
➢ Doc ID: IQAC/2022/32",0
"4 audits, 6 certifications. Ref: Annual Report 2023-24
(AICTE compliant)",2
"Sec 3: 6 audits, 5 certifications. IQAC verified on 27-09-2024",2
"Sec 1: Green campus: 72KW solar, 47% recycling. IQAC verified on 19-03-2023",3
"7 industry collaborations.
➢ NAAC Guideline 1.4.2",4
Sec 2: 12 value-added courses offered. IQAC verified on 07-04-2022,3
"5 value-added courses offered. IQAC verified on 09-07-2024
(AICTE compliant)",4
"20 value-added courses offered. Doc ID: IQAC/2022/91
(UGC compliant)",4
Sec 1: SDG initiatives: 9/17 goals addressed. NAAC Guideline 2.3.1,3
Sec 4: Stakeholder satisfaction: 95%. NAAC Guideline 2.3.1,2
Sec 3: 3 patents filed in 2024. Ref: Annual Report 2024-25,0
"Community: 9635 people served. Doc ID: AR/2023/59
• Annexure: 8.5",3
Sec 1: SDG initiatives: 10/17 goals addressed. Doc ID: BOS/2022/33,4
"22 value-added courses offered.
➢ NAAC Guideline 2.3.1",4
"Grievance redressal: 58 cases resolved.
➢ NAAC Guideline 2.3.1",1
"SDG initiatives: 7/17 goals addressed.
➢ Ref: Annual Report 2023-24",3
"8 student startups funded. Ref: Annual Report 2024-25
(UGC compliant)",1
"2 int'l conferences organized. NAAC Guideline 1.4.2
• Annexure: 5.3",0
Sec 3: 6 funded research projects. NAAC Guideline 1.4.2,0
"Green campus: 50KW solar, 43% recycling. Doc ID: AR/2023/64
(NEP compliant)",3
"Green campus: 68KW solar, 48% recycling. NAAC Guideline 2.3.1
• Annexure: 3.3",3
"Sec 4: Budget: ₹7 crore, 97% utilization. Ref: Annual Report 2024-25",2
"Grievance redressal: 44 cases resolved. NAAC Guideline 3.2.5
(AICTE compliant)",1
Sec 3: Grievance redressal: 32 cases resolved. NAAC Guideline 3.2.5,1
"Community: 6095 people served. Doc ID: AR/2023/49
• Annexure: 1.1",4
Sec 4: 3 int'l conferences organized. Ref: Annual Report 2024-25,0
"19 industry collaborations. Doc ID: BOS/2024/36
(NEP compliant)",4
"SDG initiatives: 11/17 goals addressed. IQAC verified on 26-02-2024
• Annexure: 6.2",4
"5 int'l conferences organized. Ref: Annual Report 2023-24
• Annexure: 2.2",0
"Sec 4: Green campus: 84KW solar, 62% recycling. NAAC Guideline 3.2.5",3
"Community: 6651 people served. Doc ID: BOS/2024/64
• Annexure: 7.4",4
Sec 4: ₹3.5 crore research funding. NAAC Guideline 3.2.5,0
