Response_ID,Timestamp,Curriculum_Design_Relevance,Teaching_Learning_Quality,Assessment_Process_Fairness,Infrastructure_Facilities,Library_Resources_Access,ICT_Resources_Availability,Student_Support_Services,Administrative_Efficiency,Extracurricular_Activities,Research_Innovation_Support,Gender_Sensitivity_Initiatives,Environmental_Sustainability,Value_Added_Courses,Grievance_Redressal_System,Overall_Institutional_Experience
RESP_0290,2023-07-08T00:00:00,3.2601926547814837,4,3.3,3.5,3.2262551621665185,2.3528755423103673,2.8,4,2.410534548755778,2.5,3.2525718889450417,2.2105139866975203,3.2,4.0,3.4
RESP_0291,2023-07-07T00:00:00,3.547807801220248,4,3.2,4.0,3.476783305944992,4,2.1,3,3.230999507209497,3.0,3.550397426343405,1.6008832653917244,3.3,4.0,3.3
RESP_0292,2023-07-09T00:00:00,3.6660521427691846,3.254449867588368,3.4,3.5,3.7688543798003775,2.294550141378697,1.6,3,2.463534513610072,3.0,3.9889582540419024,2.3695055297469785,3.1,4.0,3.2
RESP_0293,2023-08-12T00:00:00,3.3783583242665522,3.2646587274181873,2.8,4.0,2.984353172268321,4,1.3,4,3.3753609827695477,3.0,3.5345430409924723,2.72150561786827,2.8,4.0,3.4
RESP_0294,2023-12-20T00:00:00,3.304038559352511,2.9062524849627676,3.4,3.5,3.216776192373467,2.5111575992570425,0.4,3,2.581654584906384,2.5,3.4789566181510008,1.5208072296328492,2.7,4.0,2.7
RESP_0295,2023-09-04T00:00:00,3.17226232226126,2.7363659785823686,3.0,3.5,2.833678125771471,4,1.3,4,2.9848031952476863,3.0,3.2063368706618665,1.9348467153560565,2.5,3.5,3.1
RESP_0296,2023-10-10T00:00:00,3.1530074551524754,3.526194594631148,3.0,3.5,3.4222037687104816,3.1211086284500302,2.8,2,4,3.0,3.7345790348180534,1.710307241397233,2.8,4.0,3.4
RESP_0297,2023-10-19T00:00:00,3.7266483196019613,4,3.2,3.5,3.056708557723485,2.8045007274237435,2.7,2,3.7500787029841,3.0,3.7651606197959446,1.6990411364678168,3.5,4.0,3.3
RESP_0298,2023-08-14T00:00:00,2.5193835255969588,3.5765222785448,3.3,4.0,3.663798861731961,3.0375269457945206,1.2,2,2.8309957130481034,2.5,3.340871422739902,2.1505573707224124,4.0,4.0,3.2
RESP_0299,2023-12-11T00:00:00,3.943877806715934,3.550391389321293,3.9,3.5,3.147459924267813,2.58867881610648,3.2,3,3.7327898499912253,2.5,3.342906135135669,1.697007746311011,3.0,4.0,3.3
RESP_0300,2023-08-06T00:00:00,2.903165040635257,2.5873742071343253,3.9,4.0,2.772107501076002,3.5395748234383424,3.1,2,3.74626975736283,2.5,3.3195342416822773,1.5168736029999639,3.1,3.5,3.0
RESP_0301,2023-08-12T00:00:00,3.2742063493306457,3.750746937163961,3.0,4.0,3.1515272798359586,4,0.4,3,4,3.0,3.561414380593921,1.969942479597431,3.0,3.5,3.0
RESP_0302,2023-10-14T00:00:00,3.771216079003162,3.6741768576443485,3.6,4.0,2.67212811324116,2.3098663274852953,2.0,2,3.4245288682084953,3.0,3.4756513525711195,1.5080183731359793,3.3,4.0,2.8
RESP_0303,2023-10-11T00:00:00,3.311177982979434,3.433849850346229,3.1,4.0,3.110782421231565,2.231907165878006,1.4,4,2.674685961355787,3.0,3.855116436123255,3.033289659970835,3.4,4.0,3.0
RESP_0304,2023-08-11T00:00:00,2.2874288089878263,3.171256935085637,3.4,4.0,3.385878527552023,3.1860228644449866,1.7,4,2.125964968118289,3.5,3.6073246782603956,1.4975571860438852,4.2,3.5,3.4
RESP_0305,2023-10-12T00:00:00,3.36901558468377,3.733867061605262,3.9,4.0,3.5971994472571387,3.388812306158063,2.1,4,2.0723369315188744,2.5,3.6398108195853838,2.3054357850727167,3.0,3.5,3.1
RESP_0306,2023-11-30T00:00:00,3.680422906413025,3.4359377483831683,2.8,3.5,3.7203208330111086,3.2495704605939597,2.9,2,2.0735860077536614,3.0,3.659298136431566,2.1005289015331674,3.0,4.0,3.3
RESP_0307,2023-10-26T00:00:00,2.800238452118521,4,3.2,3.5,3.4600537605288118,3.8492198630569483,2.5,3,2.668343765928558,3.0,3.3141343877318183,1.7826966650909328,4.1,3.5,2.9
RESP_0308,2023-11-07T00:00:00,3.4725375317805582,4,3.0,3.0,3.0689549793031916,4,1.6,2,3.8537088189069713,3.0,3.8458084638959957,1.6818709970457266,2.4,3.5,2.8
RESP_0309,2023-11-18T00:00:00,3.578588856636404,3.3759277508004844,3.3,3.0,2.8527866444279955,2.829273359820144,1.8,2,2.8079138288277976,2.5,3.5639940627706004,1.696264524569404,3.6,4.0,2.8
RESP_0310,2023-11-14T00:00:00,3.928562321729075,4,3.9,3.0,3.8674201296092234,2.792435809951159,3.0,2,2.997729017373669,3.0,3.286848497669056,1.614300530062677,3.2,4.0,2.9
RESP_0311,2023-11-13T00:00:00,2.7304980122281477,3.448331039526997,2.9,4.0,3.053514216763496,2.826813307511736,2.9,4,4,3.0,3.4700664975395163,1.7312039797602055,3.3,3.5,3.4
RESP_0312,2023-07-30T00:00:00,3.171278776623367,3.7255706561601825,3.5,3.0,3.7651605725940605,2.724721779921186,2.4,3,2.29310924046329,3.5,3.8592767518052025,1.8894294395106792,3.8,4.0,3.2
RESP_0313,2023-11-08T00:00:00,2.835588835041307,4,3.3,4.0,2.9490116811826597,2.7508688154285226,1.5,4,2.697289838919356,3.0,3.542694562403347,1.6342787768253544,3.8,4.0,2.9
RESP_0314,2023-10-11T00:00:00,2.72045853616004,4,3.2,3.5,3.381878077234279,3.6441343096980416,2.4,2,2.095718765367314,2.5,3.9541793081865997,1.4717548165916403,2.7,4.0,2.8
RESP_0315,2023-07-07T00:00:00,2.597979305985014,3.6746945245925025,2.9,4.0,3.2054891160148564,2.4187647128501735,3.3,4,1.9558582119021772,3.0,3.636773640094252,1.6697496417036888,3.2,4.0,3.0
RESP_0316,2023-12-10T00:00:00,3.7052520378747786,3.6078968903841635,3.7,4.0,2.829124736426665,2.3755931296739123,2.1,3,4,2.5,3.6218185987065885,1.596719023455366,4.4,4.0,3.5
RESP_0317,2023-11-15T00:00:00,4,3.733394007181794,4.0,3.0,2.6721313093292864,2.9219861482770186,2.5,2,3.970293568750941,3.0,3.7626124970903847,1.6960027629791086,2.6,4.0,3.1
RESP_0318,2023-10-30T00:00:00,4,3.820703386556837,3.7,4.0,3.237724696228346,2.2968673567622906,2.7,3,3.4385224532054104,2.5,3.5496661587074145,1.923092568044728,2.5,4.0,2.9
RESP_0319,2023-07-20T00:00:00,3.987640975068652,3.0556115186129396,3.0,4.0,3.0821555668330483,2.862075132267383,2.0,2,2.9359943283137224,2.5,3.3770152095587767,1.3942865123848804,2.8,4.0,3.0
RESP_0320,2023-11-16T00:00:00,3.31415882336223,3.148842175442446,3.9,4.0,3.2775163904623508,4,2.0,3,2.363171830651008,2.5,3.71290259934539,1.6033916234557652,3.1,4.0,3.3
RESP_0321,2023-07-02T00:00:00,4,4,3.8,3.0,3.5406615977939033,3.651971432014272,0.9,4,2.6525330257529713,2.5,3.577422827695862,1.5933844216287036,3.3,4.0,3.4
RESP_0322,2023-07-15T00:00:00,3.156236982385535,3.6645289348994625,3.5,3.5,2.702774301754763,2.2878052624586944,0.9,3,2.5673873991836675,3.0,3.6281675708985883,2.446082691097426,3.3,4.0,3.1
RESP_0323,2023-12-28T00:00:00,3.630506520408867,3.9583108403394553,3.6,4.0,3.3149751193029693,2.4638490047040746,2.7,3,3.314571961250168,2.5,3.522185628606765,1.6971120162067521,3.2,3.5,3.3
RESP_0324,2023-12-08T00:00:00,2.888656834541737,3.6864888247926886,3.0,3.5,3.134401633779249,4,2.3,4,3.0199228326884606,3.0,3.853320461072377,1.6420771124901719,2.7,4.0,3.3
RESP_0325,2023-09-06T00:00:00,4,3.428575463894603,3.6,3.5,3.487603119958806,4,2.9,3,1.9175872277493158,3.0,3.530298898023211,2.6549693549439164,3.0,4.0,3.6
RESP_0326,2023-09-24T00:00:00,2.0518143700264,3.1836247069597134,3.0,4.0,3.032198758810322,2.5526635700005342,3.2,2,3.621819060898197,3.0,3.9947652507951896,1.4364936134537873,3.5,4.0,3.1
RESP_0327,2023-07-26T00:00:00,2.750223699615261,3.663027939617939,3.5,3.5,3.3142422302725856,2.8665734511437027,3.1,2,2.311233818824977,3.0,3.451220152939883,1.074331172639454,3.6,3.5,2.9
RESP_0328,2023-10-27T00:00:00,3.424874818692647,3.4338249230696256,3.3,4.0,3.499811531438083,2.4483191043310732,1.4,4,3.3154584120622,3.0,3.61105393947769,1.2409361159165448,3.8,4.0,3.1
RESP_0329,2023-10-25T00:00:00,3.4666549084809284,3.898884901653254,3.1,4.0,3.685009037020624,2.349587793382502,0.5,3,4,3.0,3.8790812308427074,1.701280079715172,3.3,4.0,3.4
RESP_0330,2023-10-08T00:00:00,3.6556562348000856,3.1673858963651904,3.4,3.0,3.156304799597577,2.4506304348364836,2.9,4,2.4900482885162387,2.5,3.987280417857731,2.031162842633158,3.6,4.0,3.1
RESP_0331,2023-10-04T00:00:00,3.7975130273666236,3.9282068889255943,3.5,4.0,3.2082907408366648,2.7989058837731835,1.0,4,3.4989533951737655,2.5,3.960707550990452,1.755947434190921,3.8,4.0,3.6
RESP_0332,2023-10-17T00:00:00,2.8425732775071477,2.5281062679011708,3.1,4.0,3.7530111569687588,2.416565831216944,3.0,2,2.5486395301557163,3.5,3.819827669523539,1.431623489356269,3.4,4.0,2.8
RESP_0333,2023-10-08T00:00:00,3.692984970522696,4,2.9,4.0,2.8899985510775394,2.3459133768278653,1.6,4,2.0662539604459362,3.0,3.555399112878378,1.8384454433278627,3.5,3.5,3.3
RESP_0334,2023-09-28T00:00:00,3.3817172704716656,3.8945534362489065,3.7,3.5,3.298417482932119,3.219894726016426,1.9,2,2.205937576457498,2.5,3.9257953097959746,1.9984033533907757,2.7,4.0,2.8
RESP_0335,2023-07-01T00:00:00,2.4116169721664904,3.3583330667087554,3.7,4.0,2.6439684914590664,3.1472040301515127,2.2,2,2.651746466628337,3.0,3.2250276181339,1.7080940106746354,3.8,3.5,3.1
RESP_0336,2023-07-14T00:00:00,4,3.7524861490398798,3.8,4.0,3.0006060381322275,2.836804029024637,1.7,4,3.1315746234763044,3.0,3.560058161127296,1.5638092893872861,4.1,4.0,3.2
RESP_0337,2023-11-15T00:00:00,3.237235269628548,3.199196061198497,3.8,4.0,3.0822647242874854,3.145155616068997,3.1,4,4,2.5,3.733414751978876,1.8361621987000498,2.9,3.5,3.3
RESP_0338,2023-10-21T00:00:00,3.0594881989673364,2.868273366953399,3.8,3.5,3.2141004867797465,3.532350828969479,1.0,3,4,3.5,3.217285043845739,1.6886953919697754,3.0,4.0,3.3
RESP_0339,2023-11-15T00:00:00,2.362685894541259,4,4.0,4.0,3.168145324885558,2.8368558404066477,3.0,3,4,3.0,3.97110399922434,2.3519575370395347,3.2,3.5,3.2
RESP_0340,2023-08-26T00:00:00,2.7721027013055357,3.456630788257905,3.1,4.0,3.550022710703365,3.0592154104206073,3.5,2,4,2.5,3.9239065783190443,2.135892980640293,3.4,4.0,3.5
RESP_0341,2023-07-18T00:00:00,2.68788383499425,4,3.3,3.0,3.430733695179554,3.0281999318035826,2.0,4,3.423067012405164,3.0,3.4381570176938347,2.3069819958645947,2.1,4.0,3.1
RESP_0342,2023-11-23T00:00:00,3.665091982670631,3.4924873614378527,3.4,4.0,3.534879966404423,3.2170250245516216,2.2,4,2.600696597206287,3.5,3.585627038093002,1.357664293201363,3.5,4.0,3.2
RESP_0343,2023-10-29T00:00:00,3.285488138861034,4,3.1,3.5,3.749211543332377,2.5592490539123482,3.2,2,3.6712979535091455,2.5,3.9239130968673805,1.4151108099630454,3.0,4.0,3.3
RESP_0344,2023-07-29T00:00:00,2.797865874996013,3.51095888068965,3.9,3.5,3.2938223830731923,4,1.1,3,3.1031419790146937,2.5,3.3859607828957983,1.7245138224847398,3.0,4.0,3.1
RESP_0345,2023-09-04T00:00:00,3.9051746674626293,3.538146591176702,3.7,3.5,3.750903737675819,4,1.8,4,2.7019218680981716,2.5,3.5058312716267372,1.9830869291314168,3.1,4.0,3.1
RESP_0346,2023-08-31T00:00:00,3.818047824754276,3.568570072787503,3.0,3.5,3.1852510253249555,2.584719928456606,2.1,2,3.2548669334790645,3.0,3.9036044372878784,1.6415472201349566,3.1,3.5,2.9
RESP_0347,2023-12-09T00:00:00,3.7413615982583552,3.718887896127518,3.9,3.5,3.015651035546667,2.7866680476408683,1.7,4,2.3343850771523833,2.5,3.6059127194343663,1.9468172878006196,3.6,4.0,3.3
RESP_0348,2023-08-21T00:00:00,2.56165887649958,3.432617389260655,3.9,3.5,3.3485261403065114,2.3940839665684,3.8,2,2.3674037620624606,3.0,3.7980603421934997,1.7439081469251922,3.0,4.0,3.2
RESP_0349,2023-07-10T00:00:00,4,3.732771782576228,3.4,4.0,2.6869962818693836,2.2845953105558756,2.2,3,4,2.5,3.6316634109946433,1.4304840700904513,3.5,4.0,3.0
RESP_0350,2023-10-12T00:00:00,3.461048214532484,3.5157892331178315,3.6,3.5,3.447773453733012,2.271430478671813,1.7,4,2.0457911994914917,3.0,3.2585760766222878,2.1259747206033985,2.8,3.5,3.3
RESP_0351,2023-11-09T00:00:00,3.301252538153477,2.9778625479116654,3.4,4.0,3.615149764677738,3.1657291576274185,3.1,3,2.3758681700686797,3.0,3.2643417656288682,1.8145648978024933,4.3,4.0,3.3
RESP_0352,2023-12-02T00:00:00,3.854930580340876,3.9968931895169266,3.1,3.0,3.148550748316709,2.593087222902784,3.1,3,3.5870511442505353,2.5,3.353782795364339,1.8513472617206068,3.3,4.0,3.4
RESP_0353,2023-08-24T00:00:00,3.4136453306132353,3.3029519918209926,4.0,4.0,3.6777013846486777,2.405576217677966,2.0,3,2.841239860090488,3.0,3.5291795080694572,2.0011333050363427,2.9,4.0,3.0
RESP_0354,2023-07-23T00:00:00,3.59745779838989,3.5272504203879174,3.4,3.5,3.234053852170897,2.2115147876785164,2.7,2,3.8180268591685333,2.5,3.5619967306329743,1.6223286191737272,2.7,4.0,3.2
RESP_0355,2023-12-09T00:00:00,3.1755970007263636,4,3.1,3.5,3.9050402537759985,2.255560382476359,0.3,4,3.0855547425675196,3.5,3.364915606431117,2.2733267082268447,3.3,4.0,3.2
RESP_0356,2023-12-21T00:00:00,3.426327312643494,4,3.0,3.0,3.804477703472783,2.233440410199687,3.4,3,4,3.0,3.4374307676155103,2.1340857385687224,3.1,4.0,3.0
RESP_0357,2023-08-08T00:00:00,4,3.723666237077549,2.9,4.0,2.9204131419840014,3.1278671618216083,3.3,3,2.8881206712297725,3.0,3.7076435973630533,1.8429216979212062,3.3,4.0,3.4
RESP_0358,2023-12-16T00:00:00,4,4,3.2,3.0,3.406898240268785,2.4250919571054035,3.1,2,3.2112663778901176,3.0,3.3027528682073775,1.3839333346090232,3.3,4.0,3.3
RESP_0359,2023-12-18T00:00:00,4,3.658955886498569,3.4,3.5,3.1073912283353025,2.8252004910924766,2.6,3,3.27001773188345,2.5,3.642951139205852,1.5707191869481232,3.5,4.0,3.1
RESP_0360,2023-07-25T00:00:00,2.988792478035536,2.74568556748875,3.6,4.0,2.561347698295061,2.397562183099751,1.7,2,4,3.0,3.349524295067479,1.738433942760921,2.6,3.5,2.6
RESP_0361,2023-10-30T00:00:00,3.225331689269628,3.0308072006552713,3.1,3.0,3.31309686864643,2.349210936815481,0.8,2,1.9699920610079669,3.0,3.865659002130161,1.6763438474615648,3.3,4.0,3.0
RESP_0362,2023-11-22T00:00:00,2.8426843315969177,3.8818678158726425,2.8,3.5,2.8257937999363145,2.3442852808014005,1.3,3,2.793447433708667,2.5,3.3068437936490707,1.3181767888437965,3.7,3.5,2.9
RESP_0363,2023-08-24T00:00:00,3.53488644907513,3.795327479583073,2.8,3.0,2.924499472137278,2.3656135747133007,2.5,3,2.616440448004075,3.5,3.318680068094821,1.9203603471877422,4.0,4.0,2.9
RESP_0364,2023-07-12T00:00:00,3.649671460883116,3.5128805851399187,3.3,3.5,3.7426339442209575,2.7421759732677784,1.9,4,2.5430919489227435,3.5,3.672128091222897,1.6765680628900523,3.9,4.0,3.4
RESP_0365,2023-09-09T00:00:00,2.861774238639765,3.723728265904032,3.9,3.0,3.723688710163992,2.3754637579177245,1.5,4,4,2.5,3.3363140590944513,1.7468259713905618,4.4,4.0,3.1
RESP_0366,2023-07-01T00:00:00,3.4207570665754043,3.3650177360214917,3.4,3.5,2.801221624681483,3.439331046509351,1.1,2,4,2.5,3.8138703819958395,1.6849281070928106,3.6,4.0,3.0
RESP_0367,2023-08-18T00:00:00,2.8329294304053714,3.881381800548222,3.1,3.5,3.1964807139440454,2.770533504921927,2.5,3,3.6852294175033307,2.5,3.4361184924229926,1.4068823022565649,3.6,4.0,3.2
RESP_0368,2023-07-31T00:00:00,3.148398266635413,3.898623296603038,2.9,4.0,2.7897497178295274,2.5776919896991677,3.0,4,3.724910548538907,2.5,3.6552896215102364,2.4002560234673944,3.6,4.0,3.5
RESP_0369,2023-08-09T00:00:00,3.407508759883197,3.8684888587053177,2.9,3.0,3.40889785939393,3.736164779683034,3.3,4,2.875573605453923,2.5,3.481948906802833,1.914992610790182,2.2,3.5,3.2
RESP_0370,2023-07-09T00:00:00,2.5529740325019312,3.50784014376431,3.8,4.0,3.0522580994687485,2.8667121208834416,3.3,2,2.63472737543943,2.5,3.396100414654745,1.8704690471887795,3.0,4.0,3.2
RESP_0371,2023-10-03T00:00:00,3.2534505585003837,3.4190200402217847,3.8,4.0,3.2336670204206133,2.475724350114718,2.6,4,4,3.5,3.6642866210521663,1.8461075695379763,3.8,3.5,3.4
RESP_0372,2023-09-24T00:00:00,3.8595239180547383,3.516471715623533,3.0,3.5,3.2476680095423456,2.2566127527877407,1.0,3,3.7799843424035364,2.5,3.200545117688766,2.154051217665954,3.0,4.0,2.9
RESP_0373,2023-11-04T00:00:00,3.5490783933670134,3.2006544863804463,3.8,3.5,3.041180205111461,3.7353606685161447,3.7,2,4,2.5,3.4849588837112804,1.4283197412142747,4.3,4.0,3.2
RESP_0374,2023-10-31T00:00:00,3.0872592847171716,2.6739777686805035,3.5,3.5,2.7219781849891813,3.8526640799790464,1.2,3,3.82621442551725,2.5,3.553410865669797,1.791018274422325,2.6,4.0,3.2
RESP_0375,2023-11-13T00:00:00,3.683615037352918,4,2.9,4.0,3.376642006023128,2.689650546477513,3.0,2,2.6680542973386525,3.5,3.974504362253647,1.7183152875817524,3.2,4.0,3.2
RESP_0376,2023-12-08T00:00:00,3.851898179108458,3.902634423319162,3.5,3.5,3.224268114781259,2.4369649607708403,2.0,4,4,2.5,3.5999909881847523,2.2142416311379542,4.6,4.0,3.6
RESP_0377,2023-09-29T00:00:00,3.042951937444768,3.489202420286214,3.8,4.0,3.1074800424310687,2.2371111981213754,1.6,3,3.210746010245444,3.0,3.5654982890898452,1.931638415349705,3.8,4.0,3.0
RESP_0378,2023-07-13T00:00:00,3.5765470815308125,3.529679542365498,3.8,4.0,2.9526904227745745,2.6619700817301473,1.7,2,3.4321850580686064,3.0,3.893505840495009,1.8464489807254927,3.4,3.5,3.3
RESP_0379,2023-07-12T00:00:00,3.667964304791978,3.74604309638737,2.9,3.5,2.959884085743861,2.5678220781745322,1.0,4,4,2.5,3.2575557335135334,2.379315437766823,3.1,3.5,3.2
RESP_0380,2023-09-09T00:00:00,3.2952695491996455,3.733361725243081,3.3,3.5,3.0836375297172927,3.4004802261848948,3.2,4,3.0706180708522988,3.5,3.714139822848032,1.9280280704704598,4.1,3.5,3.4
RESP_0381,2023-08-03T00:00:00,3.954883772121175,3.6200189224848254,3.8,3.0,3.508452740088937,2.8963082003087295,0.9,2,2.5365587760280057,3.0,3.379601654294068,1.3370301247977328,3.5,4.0,3.2
RESP_0382,2023-11-11T00:00:00,3.266101254636036,3.3589380637273267,3.0,3.5,3.4608847414888775,4,1.3,2,2.581498168047503,3.5,3.350923821848905,1.811502027012508,3.7,4.0,2.8
RESP_0383,2023-07-31T00:00:00,3.163913366927626,3.4736956512046735,4.0,4.0,3.486734074425791,2.856903306068395,0.9,2,3.25320755830972,3.0,3.4160063570617707,1.7411785746354411,3.4,4.0,3.3
RESP_0384,2023-07-29T00:00:00,3.652112903181285,3.185826156624872,3.9,3.0,2.702831387637886,3.408946613559687,2.8,4,3.3252282314416735,3.5,3.2616989530267393,1.8407702030378865,3.6,4.0,3.3
RESP_0385,2023-10-31T00:00:00,4,4,3.9,4.0,3.211459177604836,2.8958065249165648,2.1,4,4,2.5,3.7829171006708973,1.749446634566229,3.4,4.0,3.1
RESP_0386,2023-11-15T00:00:00,3.4888081369563895,3.888856383758356,3.1,3.5,3.239944615980407,2.4459051260581304,2.1,2,2.5010421375750926,3.0,3.589921263721635,1.1933166479531638,3.4,3.5,3.2
RESP_0387,2023-11-24T00:00:00,3.7630156476917427,2.867635732555663,3.3,4.0,3.29399236278371,2.3713931480212658,1.3,2,4,3.5,3.299380158973787,1.7992427669611641,2.9,4.0,2.8
RESP_0388,2023-09-28T00:00:00,3.6034164636503627,4,3.5,4.0,3.4436417448723744,2.2597442399624024,2.1,3,1.6666721317134443,2.5,3.9877486204060477,2.2516165496809752,3.7,3.5,2.9
RESP_0389,2023-08-06T00:00:00,3.330263881610376,4,3.3,4.0,3.0970876790077626,2.9491665721652964,1.0,4,2.9324177307570163,3.0,3.5705112206171234,2.0046800252356265,3.5,4.0,3.2
RESP_0390,2023-07-21T00:00:00,3.1612629755047887,3.801227640812498,3.8,3.5,3.134252722325482,2.4567586110745245,3.5,4,3.027056773373631,3.0,3.3398112094827717,1.7621659236751286,3.0,3.5,3.0
RESP_0391,2023-10-22T00:00:00,4,2.9332532150466912,3.0,4.0,3.487068018746604,2.355101071598499,1.2,4,3.3653080237566306,2.5,3.6905489131985942,1.8300362848907266,3.2,4.0,3.2
RESP_0392,2023-11-17T00:00:00,3.1164989697963272,3.7264329314867872,3.8,4.0,3.277578745958158,4,3.2,3,3.950054903639588,3.5,3.613998579326777,1.8626245458411508,2.7,4.0,3.6
RESP_0393,2023-10-31T00:00:00,4,4,2.9,4.0,3.632006218266738,2.4266710217233927,0.9,4,1.4338284766854619,2.5,3.205462374295784,1.3758466546338692,3.4,3.5,2.7
RESP_0394,2023-09-01T00:00:00,3.506797609642517,3.689445454526198,3.6,4.0,3.4777239714950197,4,0.1,2,2.3492549507114715,3.0,3.339355242411604,1.3148702656761104,2.6,4.0,3.1
RESP_0395,2023-12-03T00:00:00,3.026262344813274,3.0300921256195648,3.2,3.0,3.099605963294594,3.6215281766708793,2.2,3,2.584039075055837,2.5,3.7899575393404543,2.0177508279647602,3.8,4.0,3.0
RESP_0396,2023-11-17T00:00:00,3.6939107329837424,3.7707516482250636,2.8,4.0,2.8725784932525587,4,2.0,4,3.132620860505801,3.5,3.2738522292213923,2.2096832989400057,3.1,3.5,3.1
RESP_0397,2023-08-05T00:00:00,2.347152019325857,3.4624486817140285,3.0,4.0,3.25873796149761,2.271627888502862,2.1,4,2.4696507073054175,2.5,3.3197715231369447,1.811849302111291,2.5,4.0,2.9
RESP_0398,2023-08-18T00:00:00,3.44150519797965,3.7183178958058316,3.6,4.0,3.2104338737375024,3.140509460530012,0.8,2,2.703810532200756,2.5,3.3313010177290474,1.921202534033,3.7,4.0,3.0
RESP_0399,2023-10-10T00:00:00,3.3060296560558498,2.797287340681444,3.9,4.0,2.741615868514457,2.7837152577582867,2.4,2,3.0580772626207198,3.0,3.532152251012306,2.2526224639325974,3.7,3.5,3.4
RESP_0400,2023-10-04T00:00:00,3.029436664949447,3.651328487378925,3.8,3.0,3.2908303889384403,2.82868336075308,1.8,4,2.3734863348031845,2.5,3.2022750487165976,1.7397855177915307,3.2,3.5,3.0
RESP_0401,2023-12-20T00:00:00,3.1378789278665904,3.62989553169996,3.4,4.0,3.5499386022029578,2.5655349671792815,2.9,4,3.826704095470742,3.0,3.5233460517231667,1.580051250563317,3.2,3.5,3.1
RESP_0402,2023-09-13T00:00:00,3.2574163085191215,3.73030355060328,3.4,4.0,3.319583626204029,2.7256032797526277,2.2,2,4,2.5,3.254846138899685,1.0015891633043623,4.1,4.0,2.9
RESP_0403,2023-10-15T00:00:00,3.7833726999808164,3.9685578530303625,3.1,3.0,3.459604025028642,2.710020544728585,2.3,4,3.3348279456110648,2.5,3.425065927581956,2.0983472306260897,2.7,3.5,3.2
RESP_0404,2023-10-24T00:00:00,3.1460619639597263,3.1862204399569585,4.0,3.5,3.549304060191344,3.8564491453730367,0.5,4,4,2.5,3.305737079381805,1.3345492447622362,3.4,3.5,3.0
RESP_0405,2023-10-01T00:00:00,4,3.392661012479824,3.4,4.0,2.9687128259377706,2.8716115565724722,3.1,2,4,3.0,3.6681593043595937,1.6322648219663538,3.7,4.0,3.3
RESP_0406,2023-12-18T00:00:00,2.914987573508866,4,3.8,3.5,3.0654253100898514,3.1042765642357666,1.5,4,3.3111593976006817,3.0,3.6808968369639152,1.2743762986230789,3.1,4.0,3.4
RESP_0407,2023-08-12T00:00:00,3.0400735834244306,3.601086791693035,3.8,3.5,3.136136179918365,4,2.6,4,2.9789607865185346,3.0,3.945324095373003,1.5933751230653117,2.7,4.0,3.6
RESP_0408,2023-12-27T00:00:00,3.5895119794069204,3.3616641546834014,3.4,4.0,3.3216204930764275,2.591897956044779,1.0,2,2.8404832873539694,3.0,3.5555001382288904,2.1698263340922477,2.9,3.5,2.8
RESP_0409,2023-09-25T00:00:00,2.7525165037862163,3.382960732048588,3.0,4.0,3.9002640039060092,4,2.2,2,2.593642513881477,2.5,3.67777559683142,1.2397731647634302,2.9,3.5,2.9
RESP_0410,2023-07-06T00:00:00,4,3.434324125560256,3.1,4.0,3.151882114554412,2.8814777569881898,1.1,2,3.6536982154399635,2.5,3.676348639454684,1.7547406850770806,2.8,4.0,3.0
RESP_0411,2023-12-17T00:00:00,3.7617933197727877,4,3.7,3.5,3.2599362551590425,3.018212699106974,2.6,2,4,3.0,3.941639162085764,2.221782755606325,2.9,4.0,3.5
RESP_0412,2023-10-07T00:00:00,3.0420072219366494,3.5380781480758485,3.2,4.0,2.7984352586089205,3.841827647361935,1.8,4,2.1920893402400266,2.5,3.8293537928621726,1.6728110602240047,3.8,3.5,3.1
RESP_0413,2023-10-02T00:00:00,3.730984130285063,3.387212689418051,4.0,3.5,3.4350414229030335,3.498210853076607,0.6,3,2.20932195904318,3.0,3.5771864992198017,1.0841666789354831,3.3,4.0,3.1
RESP_0414,2023-09-05T00:00:00,3.844319486832893,3.3749293367490045,3.6,3.5,3.573640245191325,2.683979324750203,1.1,4,3.8260040827583,2.5,3.379200984245455,1.6429925062894282,3.7,4.0,3.5
RESP_0415,2023-08-31T00:00:00,2.950585608745347,3.1688547302383934,3.1,3.5,3.2844933410311854,2.82538633817014,2.3,3,3.369780286644873,3.0,3.927752885816375,1.905635520781062,3.3,4.0,3.1
RESP_0416,2023-09-24T00:00:00,2.745943027088469,3.675823271879553,3.8,3.5,2.978121667256639,2.488863004063938,1.1,3,3.052538592904232,2.5,3.946459588799815,2.057494416673108,3.9,4.0,3.1
RESP_0417,2023-08-22T00:00:00,3.1173826814375993,3.1767310704679623,3.2,4.0,3.2437754708700326,2.229661362823915,1.5,3,3.1370249645713817,2.5,3.975668525467542,1.0610388446201435,3.6,3.5,3.0
RESP_0418,2023-07-04T00:00:00,3.7680030557496615,3.3503839738406707,3.8,4.0,3.0427374755997603,3.5373795810408373,3.4,4,4,2.5,3.8333559331559015,2.3473908102824548,3.5,4.0,3.3
RESP_0419,2023-09-05T00:00:00,3.4376903267817274,3.3223060759013165,2.9,4.0,2.613362600478265,3.453185622199496,1.3,4,4,3.0,3.3916746862198726,2.3262956308951264,3.3,4.0,3.5
